location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694,47.54694
lon,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892,7.56892
asl,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697,283.697
variable,Temperature,Temperature,Temperature,Precipitation Total,Snowfall Amount,Relative Humidity,Relative Humidity,Relative Humidity,Cloud Cover Total,Wind Speed,Wind Speed,Wind Speed,Wind Direction Dominant
unit,°C,°C,°C,mm,cm,%,%,%,%,km/h,km/h,km/h,°
level,2 m elevation corrected,2 m elevation corrected,2 m elevation corrected,sfc,sfc,2 m,2 m,2 m,sfc,10 m,10 m,10 m,10 m
resolution,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily,daily
aggregation,Maximum,Minimum,Mean,Summation,Summation,Maximum,Minimum,Mean,Mean,Maximum,Minimum,Mean,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Snowfall Amount,Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Relative Humidity [2 m],Basel Cloud Cover Total,Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Speed [10 m],Basel Wind Direction Dominant [10 m]
20210605T0000,20.46053,15.820529,17.41053,4.0999994,0.0,91.0,60.0,79.625,96.208336,20.907913,1.8,12.273662,256.6589
20210606T0000,21.65053,14.410529,17.147614,1.5,0.0,91.0,61.0,80.833336,79.125,18.94024,10.041354,14.962008,313.33893
20210607T0000,21.12053,14.820529,17.732613,6.8,0.0,94.0,65.0,81.541664,88.145836,20.5484,2.52,12.082482,350.34167
20210608T0000,20.850529,14.640529,17.422611,5.999999,0.0,95.0,66.0,84.166664,80.666664,15.546833,0.5091169,7.1342225,342.68265
20210609T0000,23.56053,13.820529,18.605944,0.3,0.0,97.0,52.0,75.333336,57.612503,8.373386,1.4399999,4.917678,315.0
20210610T0000,25.29053,15.210529,20.438862,0.0,0.0,85.0,51.0,67.083336,7.245833,11.570515,2.9024127,6.7288346,15.189285
20210611T0000,26.440529,15.460529,21.45136,0.0,0.0,88.0,42.0,63.458332,3.5041666,9.0645685,0.0,4.094438,30.579224
20210612T0000,27.510529,17.670528,22.773859,0.0,0.0,74.0,41.0,58.125,12.470833,19.64228,0.8049845,8.446095,296.93268
20210613T0000,24.96053,14.730529,20.22928,0.0,0.0,87.0,45.0,64.375,14.166667,21.602999,2.0991426,10.53531,351.45154
20210614T0000,27.780529,10.820529,20.43178,0.0,0.0,77.0,36.0,58.5,0.0,10.853866,1.2979984,6.5066695,38.391525
20210615T0000,29.680529,16.660528,23.72303,0.0,0.0,88.0,33.0,57.208332,2.8374999,12.224107,0.5091169,6.7939734,357.605
20210616T0000,31.590528,19.100529,25.793028,0.0,0.0,69.0,31.0,49.0,9.141666,11.620809,1.8,5.4684825,115.932465
20210617T0000,32.27053,20.62053,26.87261,0.0,0.0,70.0,36.0,49.041668,19.220835,14.494192,1.609969,7.904899,107.15837
20210618T0000,32.62053,20.670528,26.830528,0.0,0.0,74.0,36.0,56.25,12.6875,16.75064,0.35999998,7.975429,213.69006
20210619T0000,32.470528,20.15053,26.940947,0.0,0.0,73.0,37.0,55.958332,10.179168,18.59845,3.5455887,9.731094,117.36722
20210620T0000,30.57053,19.750528,23.43303,22.1,0.0,90.0,40.0,69.0,69.92917,43.63283,2.968636,11.764839,108.72095
20210621T0000,27.98053,16.40053,22.411776,2.2,0.0,91.0,37.0,64.333336,39.041668,18.175545,1.0182338,4.6538205,163.10626
20210622T0000,22.610529,16.71053,19.931364,0.0,0.0,79.0,50.0,66.541664,46.583332,23.087763,1.484318,9.569068,279.99176
20210623T0000,24.45053,15.5505295,18.798027,5.7,0.0,95.0,52.0,78.833336,87.333336,13.276144,2.6208394,7.7620835,330.39313
20210624T0000,21.54053,15.390529,17.467196,1.3000001,0.0,96.0,58.0,80.333336,100.0,22.206486,3.9763298,10.672424,285.47864
20210625T0000,20.90053,14.310529,17.78553,0.0,0.0,85.0,56.0,68.708336,47.916668,14.417988,0.35999998,8.7018,261.66632
20210626T0000,25.990528,11.790529,19.739697,0.0,0.0,93.0,35.0,62.5,19.495832,15.844089,4.8433046,8.335124,101.98602
20210627T0000,29.250528,14.980529,23.555113,0.0,0.0,83.0,39.0,57.125,56.733334,18.792551,1.8,10.354054,104.3172
20210628T0000,29.860529,18.740528,24.235533,3.3999999,0.0,90.0,45.0,60.125,43.2,21.924562,3.671294,10.451279,347.5926
20210629T0000,22.350529,15.710529,18.51011,6.0999994,0.0,95.0,64.0,78.125,68.166664,25.210283,1.609969,12.457459,286.72003
20210630T0000,18.70053,11.250529,15.582611,1.9000001,0.0,89.0,59.0,73.75,75.541664,26.200977,9.339208,16.269262,260.78452
20210701T0000,20.250528,13.470529,17.094278,0.2,0.0,85.0,55.0,70.5,68.0,20.907913,1.835647,13.252458,268.9696
20210702T0000,24.37053,12.930529,19.735529,0.0,0.0,80.0,39.0,57.916668,15.7625,11.298495,0.71999997,5.12015,276.3402
20210703T0000,26.830528,14.320529,20.662199,1.9000001,0.0,84.0,43.0,64.541664,70.11667,17.114204,2.8116899,9.981287,152.31332
20210704T0000,20.62053,15.120529,17.977613,1.6000001,0.0,87.0,67.0,78.333336,69.254166,15.379206,1.8,8.579779,253.50453
20210705T0000,24.31053,13.370529,19.018028,0.70000005,0.0,84.0,54.0,70.916664,61.704166,12.074766,2.968636,7.240078,227.15001
20210706T0000,26.850529,14.230529,17.813028,8.7,0.0,96.0,52.0,78.416664,52.6875,27.345785,2.5455842,13.954014,135.78915
20210707T0000,24.64053,14.320529,18.70678,3.8,0.0,95.0,53.0,76.333336,72.5,15.496736,2.4149535,8.743159,111.37982
20210708T0000,20.530529,15.700529,18.143028,9.000001,0.0,89.0,66.0,81.125,83.125,18.584509,8.0899935,12.770516,305.228
20210709T0000,22.22053,14.530529,18.30678,0.0,0.0,90.0,54.0,71.416664,47.058334,18.228943,4.5820518,11.4245825,291.59695
20210710T0000,26.46053,13.940529,20.479698,1.1,0.0,87.0,42.0,64.166664,24.758333,23.664352,0.8049845,7.5537434,140.83948
20210711T0000,23.96053,13.530529,18.840528,8.800001,0.0,93.0,48.0,69.75,30.416666,26.282463,3.0547013,8.360994,291.71765
20210712T0000,28.930529,15.140529,21.815115,0.3,0.0,80.0,40.0,64.458336,68.458336,20.833395,5.0911684,12.811519,81.80193
20210713T0000,19.97053,13.940529,17.042194,13.8,0.0,94.0,65.0,80.541664,87.958336,26.072052,4.6938252,13.991222,262.01288
20210714T0000,19.64053,12.080529,15.908446,3.3000002,0.0,88.0,63.0,75.916664,55.533337,24.248613,3.319036,14.518135,242.89348
20210715T0000,17.930529,15.280529,16.382612,15.0,0.0,94.0,81.0,86.458336,100.0,35.377213,7.7879906,23.383835,261.41568
20210716T0000,19.56053,14.810529,17.165943,1.3000001,0.0,95.0,72.0,84.083336,76.333336,14.88242,3.0758414,9.857458,323.93884
20210717T0000,24.020529,14.160529,18.91928,0.0,0.0,95.0,62.0,81.541664,60.541668,12.783802,2.0364676,7.1201344,337.39404
20210718T0000,27.330528,15.390529,21.356781,0.1,0.0,95.0,42.0,71.666664,38.0,17.771753,3.8268526,10.913098,3.1130066
20210719T0000,27.22053,14.900529,21.111776,0.0,0.0,94.0,53.0,72.666664,7.75,22.751316,0.35999998,9.422869,0.85350037
20210720T0000,26.090528,14.450529,20.47053,0.0,0.0,97.0,48.0,70.625,13.125,19.803272,1.609969,9.22436,348.2484
20210721T0000,26.89053,15.480529,21.096363,0.0,0.0,80.0,48.0,66.208336,3.6458333,15.876775,2.8799999,8.198618,337.38013
20210722T0000,27.030529,16.29053,21.678864,0.0,0.0,83.0,46.0,65.541664,1.6666666,11.384199,0.35999998,6.344727,334.50912
20210723T0000,29.39053,16.96053,23.41053,0.0,0.0,81.0,41.0,61.375,16.133333,13.979871,0.35999998,7.1572347,91.605995
20210724T0000,29.530529,20.29053,23.336782,4.6,0.0,80.0,47.0,65.583336,71.433334,25.071098,1.08,10.37807,75.963776
20210725T0000,22.860529,18.850529,20.897196,1.4000001,0.0,90.0,62.0,74.666664,61.7375,7.0911775,0.5091169,3.190341,202.61984
20210726T0000,22.410528,17.660528,20.11136,0.2,0.0,82.0,60.0,71.041664,75.333336,7.289444,1.484318,3.5590398,258.69006
20210727T0000,25.010529,15.620529,20.340528,0.8,0.0,86.0,52.0,70.958336,67.76667,10.703569,2.2768397,6.402281,90.48146
20210728T0000,24.21053,16.690529,20.452612,1.0,0.0,97.0,52.0,73.791664,47.083332,13.339445,0.0,6.3262386,236.46954
20210729T0000,25.30053,16.240528,21.242195,0.0,0.0,79.0,47.0,62.625,12.791667,14.168641,0.35999998,6.520986,290.51932
20210730T0000,28.05053,15.390529,22.248444,1.2,0.0,87.0,48.0,67.333336,22.262499,20.880001,0.35999998,9.976502,231.15184
20210731T0000,24.54053,18.13053,21.107615,0.3,0.0,76.0,42.0,59.416668,60.658337,12.074766,6.0347,9.09634,268.63358
20210801T0000,18.38053,13.230529,15.786778,13.100001,0.0,90.0,65.0,79.041664,87.541664,21.734581,5.315336,12.729264,273.65222
20210802T0000,21.70053,12.510529,17.271364,0.0,0.0,85.0,51.0,66.833336,53.5,15.379206,3.096837,7.672228,249.6019
20210803T0000,21.12053,13.340529,16.48178,2.4,0.0,91.0,51.0,73.208336,74.64167,14.458382,1.4399999,6.87629,202.54846
20210804T0000,19.95053,13.0505295,16.33928,3.0,0.0,95.0,68.0,84.125,100.0,12.57426,2.1897945,7.6161103,107.13721
20210805T0000,20.340528,14.900529,17.688866,3.4999998,0.0,92.0,65.0,79.041664,66.40833,17.654688,2.6208394,10.7956505,266.5207
20210806T0000,23.45053,14.770529,19.149279,0.1,0.0,85.0,47.0,65.041664,59.308334,24.84,2.9024127,16.009039,257.38177
20210807T0000,23.780529,15.110529,17.947197,49.199997,0.0,95.0,53.0,77.875,88.5,20.3774,1.2979984,9.719269,136.03743
20210808T0000,20.830528,12.950529,17.056362,0.0,0.0,87.0,49.0,67.875,26.2875,19.602652,0.0,11.969215,260.19586
20210809T0000,24.31053,12.830529,19.116364,0.0,0.0,80.0,45.0,61.541668,57.745834,11.298495,0.35999998,6.2385764,137.2026
20210810T0000,27.740528,16.250528,22.238861,0.0,0.0,81.0,38.0,59.083332,10.291667,9.227524,1.4399999,6.017965,265.33313
20210811T0000,29.020529,17.71053,23.80345,0.0,0.0,84.0,40.0,60.583332,2.7416668,9.904906,2.8799999,5.4841614,125.75388
20210812T0000,32.000526,18.07053,25.270113,0.0,0.0,83.0,37.0,62.0,1.0166667,13.009903,0.8049845,6.8751163,105.712555
20210813T0000,32.67053,20.06053,26.557196,0.0,0.0,79.0,44.0,62.541668,19.470835,16.039202,0.8049845,7.594399,261.11935
20210814T0000,31.07053,20.90053,26.292196,0.0,0.0,80.0,45.0,64.166664,3.75,8.557102,1.08,4.1503916,318.8141
20210815T0000,31.38053,19.600529,25.427612,0.0,0.0,92.0,43.0,68.625,1.6666666,24.884306,3.2399998,9.050548,284.77457
20210816T0000,22.14053,17.600529,19.879698,0.0,0.0,80.0,50.0,61.375,39.125,30.903435,7.5685663,19.961164,264.25134
20210817T0000,22.110529,13.240529,17.491781,0.2,0.0,82.0,39.0,56.708332,49.94583,19.813087,0.5091169,9.27629,299.45148
20210818T0000,22.190529,15.460529,18.344696,0.0,0.0,78.0,54.0,64.583336,48.583332,20.073025,4.6102495,10.589574,274.97803
20210819T0000,24.280529,12.790529,18.974695,0.0,0.0,86.0,47.0,66.416664,3.75,8.759178,1.1384199,5.443769,272.60257
20210820T0000,25.31053,15.960529,20.858444,0.0,0.0,82.0,42.0,62.333332,0.8208334,7.5599995,1.5273507,3.783124,23.749481
20210821T0000,29.350529,14.950529,22.751778,0.0,0.0,86.0,37.0,62.125,6.4375,12.413476,0.8049845,5.33277,125.25141
20210822T0000,23.420528,16.440529,20.398443,2.1000001,0.0,81.0,63.0,70.125,84.791664,22.782625,1.2979984,11.574665,275.0772
20210823T0000,21.71053,12.940529,17.332613,0.0,0.0,84.0,53.0,69.166664,21.5,15.745627,1.4399999,9.363647,307.95422
20210824T0000,24.090528,12.010529,17.744696,0.0,0.0,92.0,44.0,68.25,22.791666,23.576563,1.4399999,11.456517,80.2859
20210825T0000,24.15053,10.540529,17.130112,0.0,0.0,94.0,44.0,69.125,28.958334,12.245294,3.4152596,6.3044777,16.837463
20210826T0000,22.45053,13.920529,17.12803,1.0,0.0,84.0,45.0,68.791664,35.208332,25.862436,0.35999998,8.938507,302.26477
20210827T0000,19.500528,11.450529,15.485528,0.0,0.0,85.0,49.0,66.666664,31.375,19.201874,2.9024127,9.948165,348.57977
20210828T0000,18.45053,12.250529,15.28553,0.0,0.0,80.0,57.0,68.541664,57.254166,19.296133,0.35999998,10.466188,344.1879
20210829T0000,19.160528,11.910529,15.422196,0.5,0.0,88.0,59.0,75.083336,78.625,14.512064,0.0,7.6882954,323.521
20210830T0000,19.89053,13.000529,16.230532,0.0,0.0,95.0,61.0,76.041664,77.625,17.771753,2.1897945,9.551309,344.41205
20210831T0000,20.510529,13.670529,16.833029,0.1,0.0,88.0,54.0,71.041664,59.129166,10.948973,1.9386592,4.9381485,19.304474
20210901T0000,24.14053,9.900529,16.878862,0.0,0.0,85.0,36.0,62.25,0.5833333,18.72,2.1897945,9.912619,98.526146
20210902T0000,25.330528,10.100529,17.74553,0.0,0.0,81.0,45.0,63.625,0.0,11.183201,5.0911684,8.372268,105.60015
20210903T0000,26.760529,12.990529,19.951778,0.0,0.0,84.0,38.0,61.541668,0.41666666,10.514218,0.8049845,5.9274383,76.63603
20210904T0000,26.40053,16.21053,21.56053,0.0,0.0,76.0,41.0,57.583332,2.0833333,6.5693827,0.35999998,4.5649376,103.03115
20210905T0000,26.660528,16.04053,21.739698,0.0,0.0,76.0,40.0,57.25,5.5416665,8.759178,3.5455887,6.212233,98.94538
20210906T0000,27.13053,15.790529,21.575945,0.0,0.0,80.0,41.0,59.375,1.4166666,10.538843,4.6102495,6.876182,101.2008
20210907T0000,27.21053,16.160528,21.512611,0.0,0.0,71.0,36.0,55.833332,12.062499,13.722565,7.42159,10.928902,107.23347
20210908T0000,28.37053,14.8005295,21.259277,0.0,0.0,73.0,39.0,58.708332,5.6666665,16.595179,9.007196,12.048169,109.15781
20210909T0000,27.48053,18.56053,22.711363,0.8,0.0,71.0,37.0,53.666668,65.333336,10.483357,0.35999998,5.811498,166.64662
20210910T0000,23.31053,16.82053,19.968859,3.8,0.0,86.0,55.0,71.541664,77.03333,11.090103,1.484318,6.6578717,196.0203
20210911T0000,22.760529,16.660528,19.498863,0.0,0.0,89.0,54.0,71.541664,54.208332,7.968939,1.9386592,5.0724473,241.37112
20210912T0000,24.96053,14.650529,19.740114,0.0,0.0,86.0,46.0,66.291664,1.7791667,9.114471,3.0758414,5.19006,106.11341
20210913T0000,26.71053,15.570529,20.960947,0.0,0.0,87.0,41.0,64.875,9.1916685,9.36,0.5091169,4.450784,105.002716
20210914T0000,27.660528,16.21053,21.620943,0.1,0.0,77.0,47.0,64.666664,60.55,11.753877,0.35999998,7.3398976,131.98721
20210915T0000,23.930529,18.54053,20.76553,6.0000005,0.0,90.0,60.0,77.0,87.158325,15.349684,1.08,8.757812,160.69131
20210916T0000,20.96053,16.98053,18.98303,7.2,0.0,93.0,63.0,79.166664,73.13333,13.684735,3.396233,8.638701,288.2616
20210917T0000,22.37053,12.920529,17.691778,0.0,0.0,96.0,49.0,71.791664,16.083334,11.620809,0.8049845,5.7047634,85.55589
20210918T0000,23.14053,11.740529,17.548027,0.0,0.0,89.0,46.0,67.125,1.6124998,12.24,1.08,7.0948834,101.48591
20210919T0000,15.310529,12.010529,13.832195,14.699999,0.0,90.0,71.0,78.5,75.333336,19.995398,3.6,10.592891,233.105
20210920T0000,18.330528,12.980529,15.286362,0.1,0.0,87.0,60.0,75.75,62.99584,8.759178,0.71999997,4.6099052,8.275894
20210921T0000,19.830528,10.850529,14.914697,0.0,0.0,93.0,57.0,73.083336,19.25,15.496736,0.71999997,6.1118207,10.246658
20210922T0000,20.79053,8.430529,14.2917795,0.0,0.0,80.0,37.0,62.625,28.216667,17.654688,0.35999998,6.978258,100.75487
20210923T0000,22.830528,8.960529,15.273026,0.0,0.0,81.0,37.0,62.833332,0.46250007,12.245294,2.0991426,7.187509,198.20848
20210924T0000,24.170528,11.760529,17.680946,0.0,0.0,91.0,39.0,63.208332,0.1,7.5599995,0.71999997,4.046732,160.4892
20210925T0000,26.740528,11.820529,19.910948,0.0,0.0,85.0,40.0,62.0,33.212498,12.24,4.1046314,7.683806,106.86559
20210926T0000,20.22053,15.980529,17.983446,10.7,0.0,93.0,53.0,77.416664,59.1875,9.028754,1.8,5.9792438,134.08578
20210927T0000,23.100529,13.160529,17.983028,0.0,0.0,98.0,52.0,74.0,50.216663,10.30883,0.35999998,5.1953135,144.0085
20210928T0000,20.23053,11.420529,16.367613,0.1,0.0,82.0,49.0,63.375,100.0,17.873556,3.096837,8.980378,327.8244
20210929T0000,19.010529,11.000529,15.338447,0.6,0.0,75.0,48.0,63.458332,55.0,28.521906,3.671294,15.212582,265.18768
20210930T0000,17.46053,8.390529,12.478862,0.0,0.0,77.0,33.0,56.75,11.500001,7.8954163,0.5091169,3.602939,146.63364
20211001T0000,22.22053,6.5605288,14.756779,0.0,0.0,76.0,44.0,58.166668,19.8875,9.511088,2.4149535,6.7128854,110.92911
20211002T0000,23.96053,12.570529,17.770529,0.0,0.0,85.0,37.0,64.5,41.62083,24.18707,1.4399999,10.370354,163.33913
20211003T0000,20.29053,13.740529,16.48386,1.5000001,0.0,90.0,44.0,66.416664,95.987495,17.238699,5.154415,12.510559,120.43878
20211004T0000,15.080529,10.640529,13.054695,6.699999,0.0,95.0,63.0,82.625,100.0,14.512064,5.8048253,9.945245,323.43436
20211005T0000,17.63053,9.900529,12.96553,17.2,0.0,96.0,55.0,81.625,76.262505,24.850431,0.5091169,7.2457757,251.26508
20211006T0000,14.000529,8.580529,11.610114,0.2,0.0,83.0,55.0,69.666664,51.458332,23.40277,11.503113,16.484596,261.49005
20211007T0000,15.470529,9.480529,11.913445,0.4,0.0,89.0,59.0,74.291664,83.333336,13.450708,2.52,6.9742475,358.2643
20211008T0000,19.15053,6.5205283,11.440529,0.0,0.0,94.0,45.0,74.541664,36.541668,23.400002,3.8268526,9.596007,64.87604
20211009T0000,16.90053,5.6505284,9.766362,0.0,0.0,94.0,46.0,76.083336,38.5,13.722565,1.2979984,5.4333267,9.260208
20211010T0000,15.340529,3.7205286,9.463862,0.0,0.0,77.0,45.0,61.875,1.1833333,7.5170207,1.1384199,4.427846,80.5377
20211011T0000,15.670529,4.8605285,9.863862,0.0,0.0,80.0,36.0,62.125,12.429168,17.298738,1.9386592,8.395424,25.649216
20211012T0000,13.440529,7.5605288,10.578029,0.0,0.0,89.0,57.0,71.291664,79.558334,14.986553,2.52,7.8688045,311.66708
20211013T0000,13.360529,5.8705287,9.374696,0.6,0.0,94.0,47.0,75.0,73.88333,18.584509,1.609969,10.195558,336.72318
20211014T0000,15.070529,3.9305286,9.433446,0.0,0.0,87.0,42.0,63.75,2.0791667,7.5942073,2.0991426,4.8157563,106.92751
20211015T0000,17.70053,6.2205286,11.469696,0.0,0.0,65.0,41.0,52.041668,32.583332,10.315115,2.0991426,5.99927,260.04938
20211016T0000,15.940529,6.6305285,11.031362,0.0,0.0,94.0,51.0,71.875,19.4375,10.24578,0.8049845,4.8280807,311.7344
20211017T0000,16.860529,6.7505283,11.755112,0.0,0.0,91.0,48.0,69.041664,5.195833,5.5887027,1.8,3.8956692,131.4677
20211018T0000,19.360529,9.0505295,13.678028,0.0,0.0,78.0,37.0,58.875,31.658333,8.766573,2.3051248,5.137037,113.008865
20211019T0000,20.15053,10.330529,14.8021965,0.0,0.0,63.0,45.0,54.333332,58.204166,9.793058,3.6179552,6.430153,112.26059
20211020T0000,24.090528,9.820529,16.229696,0.0,0.0,73.0,43.0,54.791668,33.9625,36.161636,2.3051248,13.647252,211.20815
20211021T0000,17.680529,11.840529,14.667613,1.1,0.0,76.0,44.0,57.208332,48.3,44.360413,9.83268,28.392889,248.7366
20211022T0000,14.000529,6.5005283,9.710945,0.2,0.0,86.0,36.0,63.791668,39.583332,17.555305,2.9024127,11.315601,295.03656
20211023T0000,13.860529,4.1405287,8.543446,0.0,0.0,75.0,50.0,62.583332,10.708333,10.966713,2.2768397,6.7510047,100.15427
20211024T0000,16.55053,1.5705286,8.856362,0.0,0.0,83.0,44.0,67.625,0.025,15.941944,5.8048253,10.109496,111.55607
20211025T0000,18.190529,7.3005285,12.111778,0.0,0.0,76.0,44.0,63.125,14.845833,11.966954,1.835647,6.751963,142.12502
20211026T0000,16.250528,11.470529,13.419282,0.2,0.0,84.0,55.0,70.416664,52.875,13.324863,3.319036,7.584275,254.33185
20211027T0000,15.740529,6.6705284,11.399278,0.0,0.0,97.0,58.0,75.083336,3.4416668,13.0447235,0.8049845,6.230749,111.34338
20211028T0000,17.930529,5.6805286,11.287196,0.0,0.0,81.0,40.0,64.458336,0.0625,10.931203,2.8799999,7.661663,115.9366
20211029T0000,19.020529,6.0705285,12.123445,0.0,0.0,69.0,40.0,54.25,15.245834,12.074766,6.638072,9.787911,115.82631
20211030T0000,14.810529,6.1505284,10.388446,1.0,0.0,70.0,49.0,59.583332,62.291668,24.881702,8.669949,16.780558,122.53056
20211031T0000,20.490528,10.5505295,14.143864,7.5,0.0,94.0,46.0,70.125,82.387505,19.130875,9.220499,12.984689,125.946304
20211101T0000,16.54053,8.210529,12.217196,10.1,0.0,93.0,62.0,76.541664,88.666664,16.24394,1.4399999,10.867668,270.17795
20211102T0000,11.770529,5.9005284,8.865946,0.5,0.0,87.0,57.0,74.25,51.8875,24.503809,2.9024127,11.786723,235.37971
20211103T0000,11.530529,5.8305287,7.9438615,2.0,0.0,92.0,63.0,80.416664,100.0,19.255793,3.319036,10.736054,134.31444
20211104T0000,8.910529,5.3005285,6.9021964,2.3,0.0,86.0,65.0,75.791664,99.375,28.162956,10.163227,19.611185,258.61176
20211105T0000,10.700529,5.5205283,7.787195,0.3,0.0,86.0,58.0,74.875,89.416664,13.891522,2.0991426,9.152595,287.6172
20211106T0000,10.630529,5.290529,7.337195,0.0,0.0,88.0,58.0,73.416664,58.333332,11.165805,0.5091169,4.7212605,337.82504
20211107T0000,11.450529,2.1505284,6.962612,0.1,0.0,88.0,51.0,72.958336,46.087498,19.602652,2.5959969,9.818378,257.88123
20211108T0000,11.830529,3.6705287,6.8863626,0.0,0.0,95.0,44.0,77.25,47.274998,11.923557,0.5091169,5.9313293,27.53424
20211109T0000,9.5505295,0.73052865,4.474279,0.0,0.0,93.0,60.0,78.208336,31.341667,10.1887,0.0,3.4445713,33.89615
20211110T0000,11.900529,1.8705287,6.8167787,0.0,0.0,85.0,56.0,69.791664,56.520832,12.979984,1.08,5.190188,93.96792
20211111T0000,12.940529,3.3205285,7.8446956,0.0,0.0,94.0,56.0,72.833336,0.97499996,8.39657,0.0,3.9311535,313.62518
20211112T0000,13.100529,3.0105286,7.9867783,0.0,0.0,93.0,63.0,76.625,1.2875,8.12197,0.71999997,3.604539,88.21008
20211113T0000,13.180529,6.7805285,9.280528,0.2,0.0,85.0,57.0,74.125,46.754166,20.163212,4.198285,9.893753,233.35808
20211114T0000,12.370529,6.1705284,9.562613,2.5999997,0.0,93.0,64.0,83.333336,79.625,11.503113,2.3051248,6.9816165,338.90207
20211115T0000,9.270529,4.540529,5.850529,0.0,0.0,96.0,68.0,87.625,58.23749,11.440978,1.1384199,5.669333,310.9337
20211116T0000,8.270529,2.9705286,5.2771955,0.0,0.0,96.0,75.0,85.625,49.583332,8.0899935,0.5091169,4.27176,324.17474
20211117T0000,8.770529,3.5305285,5.6726117,0.0,0.0,85.0,58.0,74.75,66.958336,14.404499,7.2359104,10.065842,271.22446
20211118T0000,10.290529,2.9105287,6.168445,0.0,0.0,86.0,59.0,73.833336,28.920837,9.6932955,3.396233,5.7701225,214.7432
20211119T0000,10.830529,2.9005284,6.6605287,0.0,0.0,92.0,57.0,75.166664,0.50000006,7.42159,1.4399999,4.058467,276.3402
20211120T0000,12.3005295,2.7705286,6.6292796,0.0,0.0,98.0,53.0,78.791664,15.516666,12.24,0.8049845,4.638018,93.544754
20211121T0000,10.660529,4.4505286,6.781363,0.0,0.0,80.0,59.0,71.958336,23.191666,13.627795,2.7416782,6.7073345,252.75854
20211122T0000,10.410529,4.6205287,6.6134458,1.0,0.0,94.0,54.0,77.666664,91.041664,25.922499,1.8,10.664357,45.13806
20211123T0000,9.180529,-1.8494713,2.700945,0.0,0.0,94.0,43.0,73.416664,30.375,23.319553,3.0547013,10.198443,32.769882
20211124T0000,7.4605284,-2.3694715,1.3580285,0.0,0.0,89.0,56.0,75.75,3.0833333,20.523157,1.08,9.072963,103.94408
20211125T0000,6.5005283,-1.0794713,2.2005286,0.0,0.0,93.0,57.0,74.583336,43.795834,17.566378,1.835647,10.125182,327.71707
20211126T0000,5.9505286,0.84052867,3.127612,0.2,0.14,85.0,59.0,71.5,98.208336,32.33794,5.692099,18.12808,268.02692
20211127T0000,6.0705285,2.0005286,3.8480284,1.7,0.63,84.0,61.0,71.333336,74.083336,63.024677,1.8,30.032364,238.4085
20211128T0000,4.4705286,-0.22947133,2.0501122,0.2,0.14,89.0,65.0,76.166664,73.458336,22.682856,4.3498964,10.142417,277.0695
20211129T0000,4.5905285,-0.019471344,1.9684452,0.4,0.21000001,94.0,49.0,76.5,82.25,33.603645,7.10031,17.986334,292.52408
20211130T0000,5.7505283,0.06052866,3.2667782,0.1,0.07,87.0,61.0,73.583336,85.333336,56.032932,26.729847,35.958614,253.47345
20211201T0000,11.230529,5.9705286,7.952612,0.5,0.0,81.0,57.0,69.166664,89.5,37.51262,23.313995,28.58967,244.9538
20211202T0000,6.5905285,0.21052867,3.9326115,3.2,0.77,90.0,67.0,81.208336,87.916664,25.932495,13.896187,19.204203,280.37924
20211203T0000,4.9305286,-1.5194713,1.4380287,0.0,0.0,91.0,38.0,71.25,31.9,23.499481,5.2416787,14.971927,258.0843
20211204T0000,11.350529,2.1305285,6.935946,3.9000003,0.0,83.0,32.0,72.75,92.5,46.568195,9.585739,33.26691,242.25679
20211205T0000,6.8305287,1.1205287,3.4359453,2.0,0.56,90.0,56.0,78.875,54.458332,24.881702,2.7416782,15.480277,248.37097
20211206T0000,4.9905286,1.0005287,2.7334452,0.0,0.0,95.0,67.0,82.833336,64.416664,11.966954,2.3051248,7.0735946,261.8478
20211207T0000,7.9905286,2.1005285,4.223862,0.70000005,0.0,89.0,53.0,74.291664,74.44583,38.941616,10.195057,21.458124,243.15614
20211208T0000,7.1105285,3.2405286,4.8834457,5.2000003,0.0,88.0,46.0,80.375,100.0,29.784426,1.0182338,11.82866,200.24196
20211209T0000,5.7605286,0.6305287,3.300945,0.3,0.0,91.0,65.0,78.958336,68.25,29.834423,4.6800003,18.997675,264.47858
20211210T0000,5.5805287,-0.069471344,2.2209451,5.5,2.8,94.0,60.0,81.916664,69.708336,61.048393,10.308831,35.30585,246.9718
20211211T0000,4.9505286,0.65052867,2.5051117,0.90000004,0.63,94.0,75.0,86.916664,70.041664,62.096615,12.979984,30.513039,273.2301
20211212T0000,6.3105288,-0.7494713,2.7892787,0.0,0.0,92.0,60.0,75.208336,59.625,13.53236,1.8,7.3253045,135.97653
